Test,item,result,spec lower,spec upper,fill,Test_conditions,Spring,spec_result,Notes
RNSR from Cap,2347,113.4,,,,Standard,,3.2,RNSR from Cap
RNSR from Cap,2348,122.3,,,,Standard,,3.5,RNSR from Cap
RNSR from Cap,2349,119.3,,,,Standard,,3.4,RNSR from Cap
RNSR from Cap,2350,112.5,,,,Standard,,3.2,RNSR from Cap
RNSR from Cap,2351,134,,,,Standard,,3.8,RNSR from Cap
RNSR from Cap,2352,119.4,,,,Standard,,3.4,RNSR from Cap
RNSR from Cap,2353,115.8,,,,Standard,,3.3,RNSR from Cap
RNSR from Cap,2354,121.4,,,,Standard,,3.5,RNSR from Cap
RNSR from Cap,2355,122.1,,,,Standard,,3.5,RNSR from Cap
RNSR from Cap,2356,154.8,,,,Standard,,4.4,RNSR from Cap
RNSR from Cap,2357,117.5,,,,Standard,,3.4,RNSR from Cap
RNSR from Cap,2358,124.4,,,,Standard,,3.6,RNSR from Cap
RNSR from Cap,2359,133.5,,,,Standard,,3.8,RNSR from Cap
RNSR from Cap,2360,140.9,,,,Standard,,4,RNSR from Cap
RNSR from Cap,2361,128.1,,,,Standard,,3.7,RNSR from Cap
RNSR from Cap,2362,143.3,,,,Standard,,4.1,RNSR from Cap
RNSR from Cap,2363,108.4,,,,Standard,,3.1,RNSR from Cap
RNSR from Cap,2364,125.1,,,,Standard,,3.6,RNSR from Cap
Force to Activate,2386,14.175,17,5,1ml,Standard,Weak,0.765,
Force to Activate,2387,13.95,17,5,1ml,Standard,Weak,0.746,
Force to Activate,2388,14.7,17,5,1ml,Standard,Weak,0.808,
Force to Activate,2389,14.5,17,5,1ml,Standard,Weak,0.792,
Force to Activate,2390,14.35,17,5,1ml,Standard,Weak,0.779,
Force to Activate,2391,14.65,17,5,1ml,Standard,Weak,0.804,
Force to Activate,2392,14.95,17,5,1ml,Standard,Weak,0.829,
Force to Activate,2393,14.15,17,5,1ml,Standard,Weak,0.763,
Force to Activate,2394,14.8,17,5,1ml,Standard,Weak,0.817,
Force to Activate,2395,14.925,17,5,1ml,Standard,Weak,0.827,
Force to Activate,2396,14.625,17,5,1ml,Standard,Weak,0.802,
Force to Activate,2397,14,17,5,1ml,Standard,Weak,0.75,
Force to Activate,2398,14.75,17,5,1ml,Standard,Weak,0.813,
Force to Activate,2399,14.4,17,5,1ml,Standard,Weak,0.783,
Force to Activate,2400,14,17,5,1ml,Standard,Weak,0.75,
Force to Activate,2401,15.45,17,5,1ml,Standard,Weak,0.871,
Force to Activate,2402,14.775,17,5,1ml,Standard,Weak,0.815,
Force to Activate,2403,15,17,5,1ml,Standard,Weak,0.833,
Force to Activate,2404,13.4,17,5,1ml,Standard,Weak,0.7,
Force to Activate,2405,14.25,17,5,1ml,Standard,Weak,0.771,
Force to Activate,2406,15.675,17,5,1ml,Standard,Weak,0.89,
Force to Activate,2407,15.45,17,5,1ml,Standard,Weak,0.871,
Force to Activate,2408,14.85,17,5,1ml,Standard,Weak,0.821,
Force to Activate,2409,15.35,17,5,1ml,Standard,Weak,0.863,
Force to Activate,2410,13.9,17,5,1ml,Standard,Weak,0.742,
Force to Activate,2411,15.8,17,5,1ml,Standard,Weak,0.9,
Force to Activate,2412,15.525,17,5,1ml,Standard,Weak,0.877,
Force to Activate,2413,13.4,17,5,1ml,Standard,Weak,0.7,
Force to Activate,2414,15.55,17,5,1ml,Standard,Weak,0.879,
Force to Activate,2415,13.8,17,5,1ml,Standard,Weak,0.733,
Force to Activate,2416,15.075,17,5,1ml,Standard,Weak,0.84,
Force to Activate,2417,15.375,17,5,1ml,Standard,Weak,0.865,
Force to Activate,2418,14.2,17,5,1ml,Standard,Weak,0.767,
Force to Activate,2419,13.35,17,5,1ml,Standard,Weak,0.696,
Force to Activate,2420,15.4,17,5,1ml,Standard,Weak,0.867,
Force to Activate,2421,15.825,17,5,1ml,Standard,Strong,0.902,
Force to Activate,2422,16.35,17,5,1ml,Standard,Strong,0.946,
Force to Activate,2423,14.775,17,5,1ml,Standard,Strong,0.815,
Force to Activate,2424,16.35,17,5,1ml,Standard,Strong,0.946,
Force to Activate,2425,15.975,17,5,1ml,Standard,Strong,0.915,
Force to Activate,2426,15.45,17,5,1ml,Standard,Strong,0.871,
Force to Activate,2427,15.45,17,5,1ml,Standard,Strong,0.871,
Force to Activate,2428,13.2,17,5,1ml,Standard,Strong,0.683,
Force to Activate,2429,14.7,17,5,1ml,Standard,Strong,0.808,
Force to Activate,2430,14.35,17,5,1ml,Standard,Strong,0.779,
Force to Activate,2431,16.2,17,5,1ml,Standard,Strong,0.933,
Force to Activate,2432,15.375,17,5,1ml,Standard,Strong,0.865,
Force to Activate,2433,13.275,17,5,1ml,Standard,Strong,0.69,
Force to Activate,2434,15.6,17,5,1ml,Standard,Strong,0.883,
Force to Activate,2435,14.775,17,5,1ml,Standard,Strong,0.815,
Force to Activate,2436,13.125,17,5,1ml,Standard,Strong,0.677,
Force to Activate,2437,14.4,17,5,1ml,Standard,Strong,0.783,
Force to Activate,2438,13.275,17,5,1ml,Standard,Strong,0.69,
Force to Activate,2439,14.775,17,5,1ml,Standard,Strong,0.815,
Force to Activate,2440,16.5,17,5,1ml,Standard,Strong,0.958,
Force to Activate,2441,15.25,17,5,1ml,Standard,Strong,0.854,
Force to Activate,2442,15.7,17,5,1ml,Standard,Strong,0.892,
Force to Activate,2443,15.1,17,5,1ml,Standard,Strong,0.842,
Force to Activate,2444,15.525,17,5,1ml,Standard,Strong,0.877,
Force to Activate,2445,16.2,17,5,1ml,Standard,Strong,0.933,
Force to Activate,2446,15.525,17,5,1ml,Standard,Strong,0.877,
Force to Activate,2447,13.275,17,5,1ml,Standard,Strong,0.69,
Force to Activate,2448,16.575,17,5,1ml,Standard,Strong,0.965,
Force to Activate,2449,15.375,17,5,1ml,Standard,Strong,0.865,
Force to Activate,2450,15.45,17,5,1ml,Standard,Strong,0.871,
Force to Activate,2451,16.5,17,5,1ml,Standard,Strong,0.958,
Force to Activate,2452,15.35,17,5,1ml,Standard,Strong,0.863,
Force to Activate,2453,13.725,17,5,1ml,Standard,Strong,0.727,
Force to Activate,2454,16.1,17,5,1ml,Standard,Strong,0.925,
Force to Activate,2455,16.2,17,5,1ml,Standard,Strong,0.933,
Force to Activate,2456,13.875,17,5,2.25ml,Standard,Weak,0.74,
Force to Activate,2457,13.35,17,5,2.25ml,Standard,Weak,0.696,
Force to Activate,2458,14.3,17,5,2.25ml,Standard,Weak,0.775,
Force to Activate,2459,14.025,17,5,2.25ml,Standard,Weak,0.752,
Force to Activate,2460,14.175,17,5,2.25ml,Standard,Weak,0.765,
Force to Activate,2461,12.65,17,5,2.25ml,Standard,Weak,0.638,
Force to Activate,2462,12.525,17,5,2.25ml,Standard,Weak,0.627,
Force to Activate,2463,12.675,17,5,2.25ml,Standard,Weak,0.64,
Force to Activate,2464,14.325,17,5,2.25ml,Standard,Weak,0.777,
Force to Activate,2465,14.325,17,5,2.25ml,Standard,Weak,0.777,
Force to Activate,2466,13.95,17,5,2.25ml,Standard,Weak,0.746,
Force to Activate,2467,14.25,17,5,2.25ml,Standard,Weak,0.771,
Force to Activate,2468,14.325,17,5,2.25ml,Standard,Weak,0.777,
Force to Activate,2469,14.4,17,5,2.25ml,Standard,Weak,0.783,
Force to Activate,2470,13.5,17,5,2.25ml,Standard,Weak,0.708,
Force to Activate,2471,13.425,17,5,2.25ml,Standard,Weak,0.702,
Force to Activate,2472,13.95,17,5,2.25ml,Standard,Weak,0.746,
Force to Activate,2473,12.075,17,5,2.25ml,Standard,Weak,0.59,
Force to Activate,2474,14.85,17,5,2.25ml,Standard,Weak,0.821,
Force to Activate,2475,14.8,17,5,2.25ml,Standard,Weak,0.817,
Force to Activate,2476,14.55,17,5,2.25ml,Standard,Weak,0.796,
Force to Activate,2477,13.575,17,5,2.25ml,Standard,Weak,0.715,
Force to Activate,2478,12.65,17,5,2.25ml,Standard,Weak,0.638,
Force to Activate,2479,13.8,17,5,2.25ml,Standard,Weak,0.733,
Force to Activate,2480,14.9,17,5,2.25ml,Standard,Weak,0.825,
Force to Activate,2481,12.75,17,5,2.25ml,Standard,Weak,0.646,
Force to Activate,2482,14.625,17,5,2.25ml,Standard,Weak,0.802,
Force to Activate,2483,13.65,17,5,2.25ml,Standard,Weak,0.721,
Force to Activate,2484,12.675,17,5,2.25ml,Standard,Weak,0.64,
Force to Activate,2485,13.4,17,5,2.25ml,Standard,Weak,0.7,
Force to Activate,2486,11.7,17,5,2.25ml,Standard,Weak,0.558,
Force to Activate,2487,13.95,17,5,2.25ml,Standard,Weak,0.746,
Force to Activate,2488,14.1,17,5,2.25ml,Standard,Weak,0.758,
Force to Activate,2489,14.325,17,5,2.25ml,Standard,Weak,0.777,
Force to Activate,2490,12.9,17,5,2.25ml,Standard,Weak,0.658,
Force to Activate,2491,12.75,17,5,2.25ml,Standard,Strong,0.646,
Force to Activate,2492,13.275,17,5,2.25ml,Standard,Strong,0.69,
Force to Activate,2493,13.125,17,5,2.25ml,Standard,Strong,0.677,
Force to Activate,2494,12.9,17,5,2.25ml,Standard,Strong,0.658,
Force to Activate,2495,12.525,17,5,2.25ml,Standard,Strong,0.627,
Force to Activate,2496,13.3,17,5,2.25ml,Standard,Strong,0.692,
Force to Activate,2497,13.425,17,5,2.25ml,Standard,Strong,0.702,
Force to Activate,2498,12.675,17,5,2.25ml,Standard,Strong,0.64,
Force to Activate,2499,12.9,17,5,2.25ml,Standard,Strong,0.658,
Force to Activate,2500,12.9,17,5,2.25ml,Standard,Strong,0.658,
Force to Activate,2501,13.05,17,5,2.25ml,Standard,Strong,0.671,
Force to Activate,2502,13.3,17,5,2.25ml,Standard,Strong,0.692,
Force to Activate,2503,16.7,17,5,2.25ml,Standard,Strong,0.975,
Force to Activate,2504,13.05,17,5,2.25ml,Standard,Strong,0.671,
Force to Activate,2505,12.65,17,5,2.25ml,Standard,Strong,0.638,
Force to Activate,2506,12.825,17,5,2.25ml,Standard,Strong,0.652,
Force to Activate,2507,15.825,17,5,2.25ml,Standard,Strong,0.902,
Force to Activate,2508,12.4,17,5,2.25ml,Standard,Strong,0.617,
Force to Activate,2509,15.25,17,5,2.25ml,Standard,Strong,0.854,
Force to Activate,2510,13.4,17,5,2.25ml,Standard,Strong,0.7,
Force to Activate,2511,12.75,17,5,2.25ml,Standard,Strong,0.646,
Force to Activate,2512,18.3,17,5,2.25ml,Standard,Strong,1.108,
Force to Activate,2513,13.65,17,5,2.25ml,Standard,Strong,0.721,
Force to Activate,2514,13.2,17,5,2.25ml,Standard,Strong,0.683,
Force to Activate,2515,12.975,17,5,2.25ml,Standard,Strong,0.665,
Force to Activate,2516,13,17,5,2.25ml,Standard,Strong,0.667,
Force to Activate,2517,18.225,17,5,2.25ml,Standard,Strong,1.102,
Force to Activate,2518,12.825,17,5,2.25ml,Standard,Strong,0.652,
Force to Activate,2519,12.975,17,5,2.25ml,Standard,Strong,0.665,
Force to Activate,2520,12.6,17,5,2.25ml,Standard,Strong,0.633,
Force to Activate,2521,16.425,17,5,2.25ml,Standard,Strong,0.952,
Force to Activate,2522,12.8,17,5,2.25ml,Standard,Strong,0.65,
Force to Activate,2523,12.75,17,5,2.25ml,Standard,Strong,0.646,
Force to Activate,2524,12.975,17,5,2.25ml,Standard,Strong,0.665,
Force to Activate,2525,16.75,17,5,2.25ml,Standard,Strong,0.979,
Force to Activate,2526,14.8,17,5,1ml,Standard,Weak,0.817,
Force to Activate,2527,15.3,17,5,1ml,Standard,Weak,0.858,
Force to Activate,2528,14.325,17,5,1ml,Standard,Weak,0.777,
Force to Activate,2529,15.225,17,5,1ml,Standard,Weak,0.852,
Force to Activate,2530,14.65,17,5,1ml,Standard,Weak,0.804,
Force to Activate,2531,14.7,17,5,1ml,Standard,Weak,0.808,
Force to Activate,2532,15.3,17,5,1ml,Standard,Weak,0.858,
Force to Activate,2533,13.575,17,5,1ml,Standard,Weak,0.715,
Force to Activate,2534,15,17,5,1ml,Standard,Weak,0.833,
Force to Activate,2535,15.225,17,5,1ml,Standard,Weak,0.852,
Force to Activate,2536,14.35,17,5,1ml,Standard,Weak,0.779,
Force to Activate,2537,15.375,17,5,1ml,Standard,Weak,0.865,
Force to Activate,2538,15.6,17,5,1ml,Standard,Weak,0.883,
Force to Activate,2539,14.625,17,5,1ml,Standard,Weak,0.802,
Force to Activate,2540,14.4,17,5,1ml,Standard,Weak,0.783,
Force to Activate,2541,13.2,17,5,1ml,Standard,Weak,0.683,
Force to Activate,2542,13.5,17,5,1ml,Standard,Weak,0.708,
Force to Activate,2543,14.4,17,5,1ml,Standard,Weak,0.783,
Force to Activate,2544,15,17,5,1ml,Standard,Weak,0.833,
Force to Activate,2545,15.075,17,5,1ml,Standard,Weak,0.84,
Force to Activate,2546,14.55,17,5,1ml,Standard,Weak,0.796,
Force to Activate,2547,14.1,17,5,1ml,Standard,Weak,0.758,
Force to Activate,2548,14.7,17,5,1ml,Standard,Weak,0.808,
Force to Activate,2549,14.65,17,5,1ml,Standard,Weak,0.804,
Force to Activate,2550,15.375,17,5,1ml,Standard,Weak,0.865,
Force to Activate,2551,14.85,17,5,1ml,Standard,Weak,0.821,
Force to Activate,2552,14.325,17,5,1ml,Standard,Weak,0.777,
Force to Activate,2553,13.5,17,5,1ml,Standard,Weak,0.708,
Force to Activate,2554,14.4,17,5,1ml,Standard,Weak,0.783,
Force to Activate,2555,13.725,17,5,1ml,Standard,Weak,0.727,
Force to Activate,2556,15.525,17,5,1ml,Standard,Weak,0.877,
Force to Activate,2557,14.7,17,5,1ml,Standard,Weak,0.808,
Force to Activate,2558,14.925,17,5,1ml,Standard,Weak,0.827,
Force to Activate,2559,15.075,17,5,1ml,Standard,Weak,0.84,
Force to Activate,2560,13.875,17,5,1ml,Standard,Weak,0.74,
Force to Activate,2561,16.65,17,5,1ml,Standard,Strong,0.971,
Force to Activate,2562,12.9,17,5,1ml,Standard,Strong,0.658,
Force to Activate,2563,15.375,17,5,1ml,Standard,Strong,0.865,
Force to Activate,2564,15.7,17,5,1ml,Standard,Strong,0.892,
Force to Activate,2565,13.85,17,5,1ml,Standard,Strong,0.738,
Force to Activate,2566,16.95,17,5,1ml,Standard,Strong,0.996,
Force to Activate,2567,15.9,17,5,1ml,Standard,Strong,0.908,
Force to Activate,2568,15.825,17,5,1ml,Standard,Strong,0.902,
Force to Activate,2569,13.9,17,5,1ml,Standard,Strong,0.742,
Force to Activate,2570,16.5,17,5,1ml,Standard,Strong,0.958,
Force to Activate,2571,15.7,17,5,1ml,Standard,Strong,0.892,
Force to Activate,2572,13.65,17,5,1ml,Standard,Strong,0.721,
Force to Activate,2573,15.75,17,5,1ml,Standard,Strong,0.896,
Force to Activate,2574,13.9,17,5,1ml,Standard,Strong,0.742,
Force to Activate,2575,14.4,17,5,1ml,Standard,Strong,0.783,
Force to Activate,2576,15.65,17,5,1ml,Standard,Strong,0.888,
Force to Activate,2577,13.35,17,5,1ml,Standard,Strong,0.696,
Force to Activate,2578,15.825,17,5,1ml,Standard,Strong,0.902,
Force to Activate,2579,15.2,17,5,1ml,Standard,Strong,0.85,
Force to Activate,2580,16.1,17,5,1ml,Standard,Strong,0.925,
Force to Activate,2581,16,17,5,1ml,Standard,Strong,0.917,
Force to Activate,2582,16.2,17,5,1ml,Standard,Strong,0.933,
Force to Activate,2583,13.1,17,5,1ml,Standard,Strong,0.675,
Force to Activate,2584,16.15,17,5,1ml,Standard,Strong,0.929,
Force to Activate,2585,14.25,17,5,1ml,Standard,Strong,0.771,
Force to Activate,2586,14.3,17,5,1ml,Standard,Strong,0.775,
Force to Activate,2587,15.1,17,5,1ml,Standard,Strong,0.842,
Force to Activate,2588,14.95,17,5,1ml,Standard,Strong,0.829,
Force to Activate,2589,13.7,17,5,1ml,Standard,Strong,0.725,
Force to Activate,2590,15.525,17,5,1ml,Standard,Strong,0.877,
Force to Activate,2591,13.95,17,5,1ml,Standard,Strong,0.746,
Force to Activate,2592,16.45,17,5,1ml,Standard,Strong,0.954,
Force to Activate,2593,15.8,17,5,1ml,Standard,Strong,0.9,
Force to Activate,2594,16.55,17,5,1ml,Standard,Strong,0.963,
Force to Activate,2595,13.75,17,5,1ml,Standard,Strong,0.729,
Force to Activate,2596,15,17,5,2.25ml,Standard,Weak,0.833,
Force to Activate,2597,14.325,17,5,2.25ml,Standard,Weak,0.777,
Force to Activate,2598,14.475,17,5,2.25ml,Standard,Weak,0.79,
Force to Activate,2599,14.175,17,5,2.25ml,Standard,Weak,0.765,
Force to Activate,2600,14.65,17,5,2.25ml,Standard,Weak,0.804,
Force to Activate,2601,13.95,17,5,2.25ml,Standard,Weak,0.746,
Force to Activate,2602,15,17,5,2.25ml,Standard,Weak,0.833,
Force to Activate,2603,13.575,17,5,2.25ml,Standard,Weak,0.715,
Force to Activate,2604,14.325,17,5,2.25ml,Standard,Weak,0.777,
Force to Activate,2605,14.25,17,5,2.25ml,Standard,Weak,0.771,
Force to Activate,2606,14.4,17,5,2.25ml,Standard,Weak,0.783,
Force to Activate,2607,14.475,17,5,2.25ml,Standard,Weak,0.79,
Force to Activate,2608,14.175,17,5,2.25ml,Standard,Weak,0.765,
Force to Activate,2609,14.25,17,5,2.25ml,Standard,Weak,0.771,
Force to Activate,2610,14.775,17,5,2.25ml,Standard,Weak,0.815,
Force to Activate,2611,14.025,17,5,2.25ml,Standard,Weak,0.752,
Force to Activate,2612,13.125,17,5,2.25ml,Standard,Weak,0.677,
Force to Activate,2613,14.175,17,5,2.25ml,Standard,Weak,0.765,
Force to Activate,2614,14.025,17,5,2.25ml,Standard,Weak,0.752,
Force to Activate,2615,14.25,17,5,2.25ml,Standard,Weak,0.771,
Force to Activate,2616,14.4,17,5,2.25ml,Standard,Weak,0.783,
Force to Activate,2617,14.7,17,5,2.25ml,Standard,Weak,0.808,
Force to Activate,2618,13.2,17,5,2.25ml,Standard,Weak,0.683,
Force to Activate,2619,14.25,17,5,2.25ml,Standard,Weak,0.771,
Force to Activate,2620,15.3,17,5,2.25ml,Standard,Weak,0.858,
Force to Activate,2621,13.3,17,5,2.25ml,Standard,Weak,0.692,
Force to Activate,2622,15,17,5,2.25ml,Standard,Weak,0.833,
Force to Activate,2623,15,17,5,2.25ml,Standard,Weak,0.833,
Force to Activate,2624,14.025,17,5,2.25ml,Standard,Weak,0.752,
Force to Activate,2625,15.1,17,5,2.25ml,Standard,Weak,0.842,
Force to Activate,2626,13.9,17,5,2.25ml,Standard,Weak,0.742,
Force to Activate,2627,14.7,17,5,2.25ml,Standard,Weak,0.808,
Force to Activate,2628,14.1,17,5,2.25ml,Standard,Weak,0.758,
Force to Activate,2629,13.3,17,5,2.25ml,Standard,Weak,0.692,
Force to Activate,2630,14.45,17,5,2.25ml,Standard,Weak,0.788,
Force to Activate,2631,15.95,17,5,2.25ml,Standard,Strong,0.913,
Force to Activate,2632,13.725,17,5,2.25ml,Standard,Strong,0.727,
Force to Activate,2633,18.075,17,5,2.25ml,Standard,Strong,1.09,
Force to Activate,2634,13.35,17,5,2.25ml,Standard,Strong,0.696,
Force to Activate,2635,18.3,17,5,2.25ml,Standard,Strong,1.108,
Force to Activate,2636,15.25,17,5,2.25ml,Standard,Strong,0.854,
Force to Activate,2637,12.5,17,5,2.25ml,Standard,Strong,0.625,
Force to Activate,2638,17.1,17,5,2.25ml,Standard,Strong,1.008,
Force to Activate,2639,11.95,17,5,2.25ml,Standard,Strong,0.579,
Force to Activate,2640,16.9,17,5,2.25ml,Standard,Strong,0.992,
Force to Activate,2641,17.4,17,5,2.25ml,Standard,Strong,1.033,
Force to Activate,2642,13.05,17,5,2.25ml,Standard,Strong,0.671,
Force to Activate,2643,18,17,5,2.25ml,Standard,Strong,1.083,
Force to Activate,2644,13.1,17,5,2.25ml,Standard,Strong,0.675,
Force to Activate,2645,12.75,17,5,2.25ml,Standard,Strong,0.646,
Force to Activate,2646,12.6,17,5,2.25ml,Standard,Strong,0.633,
Force to Activate,2647,13.3,17,5,2.25ml,Standard,Strong,0.692,
Force to Activate,2648,13.275,17,5,2.25ml,Standard,Strong,0.69,
Force to Activate,2649,18.15,17,5,2.25ml,Standard,Strong,1.096,
Force to Activate,2650,16.2,17,5,2.25ml,Standard,Strong,0.933,
Force to Activate,2651,13.875,17,5,2.25ml,Standard,Strong,0.74,
Force to Activate,2652,15.8,17,5,2.25ml,Standard,Strong,0.9,
Force to Activate,2653,19.3,17,5,2.25ml,Standard,Strong,1.192,
Force to Activate,2654,12.85,17,5,2.25ml,Standard,Strong,0.654,
Force to Activate,2655,18.35,17,5,2.25ml,Standard,Strong,1.113,
Force to Activate,2656,17.175,17,5,2.25ml,Standard,Strong,1.015,
Force to Activate,2657,12.6,17,5,2.25ml,Standard,Strong,0.633,
Force to Activate,2658,17.4,17,5,2.25ml,Standard,Strong,1.033,
Force to Activate,2659,14.625,17,5,2.25ml,Standard,Strong,0.802,
Force to Activate,2660,18.25,17,5,2.25ml,Standard,Strong,1.104,
Force to Activate,2661,17.85,17,5,2.25ml,Standard,Strong,1.071,
Force to Activate,2662,14.8,17,5,2.25ml,Standard,Strong,0.817,
Force to Activate,2663,14.95,17,5,2.25ml,Standard,Strong,0.829,
Force to Activate,2664,15.8,17,5,2.25ml,Standard,Strong,0.9,
Force to Activate,2665,17.65,17,5,2.25ml,Standard,Strong,1.054,
EOD volume,2946,71.4,85,60,1ml,Standard,Weak,0.456,
EOD volume,2947,68.7,85,60,1ml,Standard,Weak,0.348,
EOD volume,2948,70.8,85,60,1ml,Standard,Weak,0.432,
EOD volume,2949,69.7,85,60,1ml,Standard,Weak,0.388,
EOD volume,2950,69.9,85,60,1ml,Standard,Weak,0.396,
EOD volume,2951,70.2,85,60,1ml,Standard,Weak,0.408,
EOD volume,2952,71.5,85,60,1ml,Standard,Weak,0.46,
EOD volume,2953,69.9,85,60,1ml,Standard,Weak,0.396,
EOD volume,2954,73.5,85,60,1ml,Standard,Weak,0.54,
EOD volume,2955,70.1,85,60,1ml,Standard,Weak,0.404,
EOD volume,2956,68,85,60,1ml,Standard,Weak,0.32,
EOD volume,2957,70.5,85,60,1ml,Standard,Weak,0.42,
EOD volume,2958,73,85,60,1ml,Standard,Weak,0.52,
EOD volume,2959,69.9,85,60,1ml,Standard,Weak,0.396,
EOD volume,2960,68.5,85,60,1ml,Standard,Weak,0.34,
EOD volume,2961,71,85,60,1ml,Standard,Weak,0.44,
EOD volume,2962,70.8,85,60,1ml,Standard,Weak,0.432,
EOD volume,2963,68,85,60,1ml,Standard,Weak,0.32,
EOD volume,2964,67.4,85,60,1ml,Standard,Weak,0.296,
EOD volume,2965,71.2,85,60,1ml,Standard,Weak,0.448,
EOD volume,2966,69.7,85,60,1ml,Standard,Weak,0.388,
EOD volume,2967,72,85,60,1ml,Standard,Weak,0.48,
EOD volume,2968,69.6,85,60,1ml,Standard,Weak,0.384,
EOD volume,2969,68.4,85,60,1ml,Standard,Weak,0.336,
EOD volume,2970,69.6,85,60,1ml,Standard,Weak,0.384,
EOD volume,2971,70.8,85,60,1ml,Standard,Weak,0.432,
EOD volume,2972,70.1,85,60,1ml,Standard,Weak,0.404,
EOD volume,2973,71.1,85,60,1ml,Standard,Weak,0.444,
EOD volume,2974,70.3,85,60,1ml,Standard,Weak,0.412,
EOD volume,2975,71.3,85,60,1ml,Standard,Weak,0.452,
EOD volume,2976,71.5,85,60,1ml,Standard,Weak,0.46,
EOD volume,2977,70.6,85,60,1ml,Standard,Weak,0.424,
EOD volume,2978,71,85,60,1ml,Standard,Weak,0.44,
EOD volume,2979,73.2,85,60,1ml,Standard,Weak,0.528,
EOD volume,2980,72.6,85,60,1ml,Standard,Weak,0.504,
Cap displacement,3065,1.07,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.159,
Cap displacement,3066,1.227,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.251,
Cap displacement,3067,1.396,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.351,
Cap displacement,3068,1.314,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.302,
Cap displacement,3069,1.307,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.298,
Cap displacement,3070,1.283,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.284,
Cap displacement,3071,1.413,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.361,
Cap displacement,3072,1.273,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.278,
Cap displacement,3073,1.281,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.283,
Cap displacement,3074,1.328,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.311,
Cap displacement,3075,1.353,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.325,
Cap displacement,3076,1.338,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.316,
Cap displacement,3077,1.309,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.299,
Cap displacement,3078,1.267,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.275,
Cap displacement,3079,1.356,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.327,
Cap displacement,3080,1.356,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.327,
Cap displacement,3081,1.395,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.35,
Cap displacement,3082,1.292,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.289,
Cap displacement,3083,1.344,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.32,
Cap displacement,3084,1.479,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.399,
Cap displacement,3085,1.422,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.366,
Cap displacement,3086,1.37,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.335,
Cap displacement,3087,-0.65,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,-0.853,
Cap displacement,3088,1.401,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.354,
Cap displacement,3089,1.202,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.236,
Cap displacement,3090,1.252,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.266,
Cap displacement,3091,1.297,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.292,
Cap displacement,3092,1.369,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.335,
Cap displacement,3093,1.362,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.331,
Cap displacement,3094,1.351,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.324,
Cap displacement,3095,1.338,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.316,
Cap displacement,3096,1.38,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.341,
Cap displacement,3097,1.198,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.234,
Cap displacement,3098,1.404,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.355,
Cap displacement,3099,1.388,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,0.346,
Cap displacement,3100,0.945,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.085,
Cap displacement,3101,0.8,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0,
Cap displacement,3102,1.026,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.133,
Cap displacement,3103,1.25,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.265,
Cap displacement,3104,1.103,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.178,
Cap displacement,3105,0.838,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,0.022,
